Fri, 23 Oct 15 10:31:51 +0000 | get_tweets.php -> __construct | Unable to connect to DB | attempted connection to 140dev
Tue, 03 Nov 15 15:56:21 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489580126953472' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489580126953472, tweet_text = "Really Excited to shop from @ShopClues to save my money. #ZyadaBachao https://t.co/6JzpLCPHDE.… https://t.co/KXZC0UTypS", created_at = "2015-11-03 15:56:20", geo_lat = 0, geo_long = 0, user_id = 1833882092, screen_name = "candy_floss13", name = "(: Muskan :)", profile_image_url = "http://pbs.twimg.com/profile_images/636507554185478144/dCmgPiOr_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:56:21 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489580126953472' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489580126953472, tweet_text = "Really Excited to shop from @ShopClues to save my money. #ZyadaBachao https://t.co/6JzpLCPHDE.… https://t.co/KXZC0UTypS", created_at = "2015-11-03 15:56:20", geo_lat = 0, geo_long = 0, user_id = 1833882092, screen_name = "candy_floss13", name = "(: Muskan :)", profile_image_url = "http://pbs.twimg.com/profile_images/636507554185478144/dCmgPiOr_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:56:21 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489579132780544' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489579132780544, tweet_text = "Really #ZyadaBachao mind blowing offers that has made shopping all the more affordable #ZyadaBachao https://t.co/2SBnxodUjS @ShopClues", created_at = "2015-11-03 15:56:20", geo_lat = 0, geo_long = 0, user_id = 2470927147, screen_name = "me_palash", name = "✌ Palash Karmakar ✌", profile_image_url = "http://pbs.twimg.com/profile_images/657441164925112320/GR-otNaD_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:56:21 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489579132780544' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489579132780544, tweet_text = "Really #ZyadaBachao mind blowing offers that has made shopping all the more affordable #ZyadaBachao https://t.co/2SBnxodUjS @ShopClues", created_at = "2015-11-03 15:56:20", geo_lat = 0, geo_long = 0, user_id = 2470927147, screen_name = "me_palash", name = "✌ Palash Karmakar ✌", profile_image_url = "http://pbs.twimg.com/profile_images/657441164925112320/GR-otNaD_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:56:21 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489579816448000' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489579816448000, tweet_text = "I\'m all set with my Diwali Shopping plans at @ShopClues #ZyadaBachao \nhttps://t.co/YtNxhghbCA", created_at = "2015-11-03 15:56:20", geo_lat = 0, geo_long = 0, user_id = 2360563226, screen_name = "priya1_jain", name = "priya jain", profile_image_url = "http://pbs.twimg.com/profile_images/640063224679825409/VEhbOLIa_normal.png", is_rt = 0
Tue, 03 Nov 15 15:56:21 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489579816448000' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489579816448000, tweet_text = "I\'m all set with my Diwali Shopping plans at @ShopClues #ZyadaBachao \nhttps://t.co/YtNxhghbCA", created_at = "2015-11-03 15:56:20", geo_lat = 0, geo_long = 0, user_id = 2360563226, screen_name = "priya1_jain", name = "priya jain", profile_image_url = "http://pbs.twimg.com/profile_images/640063224679825409/VEhbOLIa_normal.png", is_rt = 0
Tue, 03 Nov 15 15:56:23 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489589664677888' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489589664677888, tweet_text = "@ShopClues Now we can buy more products at the price of one with #ZyadaBachao https://t.co/QpOE8uLOfq", created_at = "2015-11-03 15:56:22", geo_lat = 0, geo_long = 0, user_id = 2462995393, screen_name = "NykhilChopra", name = "Nikhil", profile_image_url = "http://pbs.twimg.com/profile_images/629623494595096576/jCmym6Hq_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:56:23 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489589664677888' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489589664677888, tweet_text = "@ShopClues Now we can buy more products at the price of one with #ZyadaBachao https://t.co/QpOE8uLOfq", created_at = "2015-11-03 15:56:22", geo_lat = 0, geo_long = 0, user_id = 2462995393, screen_name = "NykhilChopra", name = "Nikhil", profile_image_url = "http://pbs.twimg.com/profile_images/629623494595096576/jCmym6Hq_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:56:25 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489598082584576' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489598082584576, tweet_text = "It was one amazing contest team. Enjoyed thoroughly and I am all set to #GetPumped @reebokindia", created_at = "2015-11-03 15:56:24", geo_lat = 0, geo_long = 0, user_id = 145185375, screen_name = "fajadwet", name = "Mahek J", profile_image_url = "http://pbs.twimg.com/profile_images/642757183277416448/mHU2FApF_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:56:25 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489598082584576' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489598082584576, tweet_text = "It was one amazing contest team. Enjoyed thoroughly and I am all set to #GetPumped @reebokindia", created_at = "2015-11-03 15:56:24", geo_lat = 0, geo_long = 0, user_id = 145185375, screen_name = "fajadwet", name = "Mahek J", profile_image_url = "http://pbs.twimg.com/profile_images/642757183277416448/mHU2FApF_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:56:25 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489596673339392' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489596673339392, tweet_text = "RT @RannvijaySingha: Heard about this new shoe in town, #ZPump. It provides custom fit! #GetPumped to break your own record. @ReebokIndia h…", created_at = "2015-11-03 15:56:24", geo_lat = 0, geo_long = 0, user_id = 165256627, screen_name = "Lovely_Sathish", name = "Ugly Indian™ ツ", profile_image_url = "http://pbs.twimg.com/profile_images/640143426625781761/ZBpUnyLg_normal.jpg", is_rt = 1
Tue, 03 Nov 15 15:56:27 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489606953558016' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489606953558016, tweet_text = "#ZyadaBachao full on amazing deals @ShopClues \nCheck this out  https://t.co/rdyjMVTiF2", created_at = "2015-11-03 15:56:26", geo_lat = 0, geo_long = 0, user_id = 2360563226, screen_name = "priya1_jain", name = "priya jain", profile_image_url = "http://pbs.twimg.com/profile_images/640063224679825409/VEhbOLIa_normal.png", is_rt = 0
Tue, 03 Nov 15 15:56:27 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489606953558016' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489606953558016, tweet_text = "#ZyadaBachao full on amazing deals @ShopClues \nCheck this out  https://t.co/rdyjMVTiF2", created_at = "2015-11-03 15:56:26", geo_lat = 0, geo_long = 0, user_id = 2360563226, screen_name = "priya1_jain", name = "priya jain", profile_image_url = "http://pbs.twimg.com/profile_images/640063224679825409/VEhbOLIa_normal.png", is_rt = 0
Tue, 03 Nov 15 15:56:27 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '525131956' for key 'PRIMARY' | INSERT INTO users SET screen_name = "wizsudhir", profile_image_url = "http://pbs.twimg.com/profile_images/659738945173917696/0jmAkvWS_normal.jpg", user_id = 525131956, name = "Sudhir Kumar", location = "India", url = "", description = "Proud Engineering Student-Sportsperson & EDM Lover-Enthusiast-Persistent-Love Nike & Lamborghini-Dream Entrepreneurship & Tomorrowland!!", created_at = "2012-03-15 13:00:07", followers_count = 2686, friends_count = 56, statuses_count = 20745, time_zone = "New Delhi", last_update = "2015-11-03 15:56:26"
Tue, 03 Nov 15 15:56:27 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489605376499712' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489605376499712, tweet_text = "RT @reebokindia: A big THANK YOU to all the participants. #StayTuned to our handle for the results. #GetPumped!", created_at = "2015-11-03 15:56:26", geo_lat = 0, geo_long = 0, user_id = 525131956, screen_name = "wizsudhir", name = "Sudhir Kumar", profile_image_url = "http://pbs.twimg.com/profile_images/659738945173917696/0jmAkvWS_normal.jpg", is_rt = 1
Tue, 03 Nov 15 15:56:29 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489612242587648' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489612242587648, tweet_text = "guyz #ZyadaBachao by @shopclues\nIt\'s perfect stuff. I bought a few. I\'m not missing any of them :)\n\nhttps://t.co/bK2amd0zJS …", created_at = "2015-11-03 15:56:28", geo_lat = 0, geo_long = 0, user_id = 2603857495, screen_name = "DBaradiya", name = "rising star", profile_image_url = "http://pbs.twimg.com/profile_images/614395501501222912/HYRliD9p_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:56:29 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489612242587648' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489612242587648, tweet_text = "guyz #ZyadaBachao by @shopclues\nIt\'s perfect stuff. I bought a few. I\'m not missing any of them :)\n\nhttps://t.co/bK2amd0zJS …", created_at = "2015-11-03 15:56:28", geo_lat = 0, geo_long = 0, user_id = 2603857495, screen_name = "DBaradiya", name = "rising star", profile_image_url = "http://pbs.twimg.com/profile_images/614395501501222912/HYRliD9p_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:56:33 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489631205150720' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489631205150720, tweet_text = "Upto 75% cashback only at @ShopClues #ZyadaBachao \nhttps://t.co/talxGuzbwN https://t.co/CgKTj0AJgkय", created_at = "2015-11-03 15:56:32", geo_lat = 0, geo_long = 0, user_id = 92040824, screen_name = "MIssfilmy_", name = "Sonal Jain", profile_image_url = "http://pbs.twimg.com/profile_images/639832785067204609/QpyfznoE_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:56:36 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489643238522880' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489643238522880, tweet_text = "tweeps #ZyadaBachao by @shopclues\nIt\'s perfect stuff. I bought a few. I\'m not missing any of them :)\n\nhttps://t.co/bK2amd0zJS …", created_at = "2015-11-03 15:56:35", geo_lat = 0, geo_long = 0, user_id = 2603857495, screen_name = "DBaradiya", name = "rising star", profile_image_url = "http://pbs.twimg.com/profile_images/614395501501222912/HYRliD9p_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:56:39 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489656844849152' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489656844849152, tweet_text = "Are you ready to shop till you drop in #ZyadaBachao offers by @ShopClues  https://t.co/QpOE8uLOfq", created_at = "2015-11-03 15:56:38", geo_lat = 0, geo_long = 0, user_id = 2462995393, screen_name = "NykhilChopra", name = "Nikhil", profile_image_url = "http://pbs.twimg.com/profile_images/629623494595096576/jCmym6Hq_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:56:40 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489661584547840' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489661584547840, tweet_text = "Get huge discounts on electronics products @ShopClues  #ZyadaBachao https://t.co/mWCTCc4520", created_at = "2015-11-03 15:56:39", geo_lat = 0, geo_long = 0, user_id = 418465132, screen_name = "imAnandChavan", name = "Anand Chavan", profile_image_url = "http://pbs.twimg.com/profile_images/633257043432878080/t4SYek6o_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:56:41 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489662393978880' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489662393978880, tweet_text = "Are you ready to shop till you drop in #ZyadaBachao offers by @ShopClues  https://t.co/Ov6sazp8LR", created_at = "2015-11-03 15:56:40", geo_lat = 0, geo_long = 0, user_id = 2462995393, screen_name = "NykhilChopra", name = "Nikhil", profile_image_url = "http://pbs.twimg.com/profile_images/629623494595096576/jCmym6Hq_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:56:41 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489662393978880' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489662393978880, tweet_text = "Are you ready to shop till you drop in #ZyadaBachao offers by @ShopClues  https://t.co/Ov6sazp8LR", created_at = "2015-11-03 15:56:40", geo_lat = 0, geo_long = 0, user_id = 2462995393, screen_name = "NykhilChopra", name = "Nikhil", profile_image_url = "http://pbs.twimg.com/profile_images/629623494595096576/jCmym6Hq_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:56:42 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489668689563648' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489668689563648, tweet_text = "Irresistible  offers and discounts here #ZyadaBachao @ShopClues https://t.co/rdyjMVTiF2  Check them out", created_at = "2015-11-03 15:56:41", geo_lat = 0, geo_long = 0, user_id = 2360563226, screen_name = "priya1_jain", name = "priya jain", profile_image_url = "http://pbs.twimg.com/profile_images/640063224679825409/VEhbOLIa_normal.png", is_rt = 0
Tue, 03 Nov 15 15:56:44 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489675836588032' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489675836588032, tweet_text = "peoples #ZyadaBachao by @shopclues\nIt\'s perfect stuff. I bought a few. I\'m not missing any of them :)\n\nhttps://t.co/bK2amd0zJS …", created_at = "2015-11-03 15:56:43", geo_lat = 0, geo_long = 0, user_id = 2603857495, screen_name = "DBaradiya", name = "rising star", profile_image_url = "http://pbs.twimg.com/profile_images/614395501501222912/HYRliD9p_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:56:49 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489698464927744' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489698464927744, tweet_text = "duniya walo #ZyadaBachao by @shopclues\nIt\'s perfect stuff. I bought a few. I\'m not missing any of them :)\n\nhttps://t.co/bK2amd0zJS …", created_at = "2015-11-03 15:56:48", geo_lat = 0, geo_long = 0, user_id = 2603857495, screen_name = "DBaradiya", name = "rising star", profile_image_url = "http://pbs.twimg.com/profile_images/614395501501222912/HYRliD9p_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:56:52 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489711790190592' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489711790190592, tweet_text = "its really the biggest sales ever with awesome offers and discounts #ZyadaBachao https://t.co/B4C2Xvx4ta … @ShopClues", created_at = "2015-11-03 15:56:51", geo_lat = 0, geo_long = 0, user_id = 2352135794, screen_name = "DipanG118", name = "Dipanwita Goswami", profile_image_url = "http://pbs.twimg.com/profile_images/647655212912504832/T6nKiwP6_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:56:52 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489711790190592' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489711790190592, tweet_text = "its really the biggest sales ever with awesome offers and discounts #ZyadaBachao https://t.co/B4C2Xvx4ta … @ShopClues", created_at = "2015-11-03 15:56:51", geo_lat = 0, geo_long = 0, user_id = 2352135794, screen_name = "DipanG118", name = "Dipanwita Goswami", profile_image_url = "http://pbs.twimg.com/profile_images/647655212912504832/T6nKiwP6_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:56:54 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489716999684096' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489716999684096, tweet_text = "its really the biggest sales ever with awesome offers and discounts #ZyadaBachao https://t.co/6gN5ZiQLys … @ShopClues", created_at = "2015-11-03 15:56:53", geo_lat = 0, geo_long = 0, user_id = 2352135794, screen_name = "DipanG118", name = "Dipanwita Goswami", profile_image_url = "http://pbs.twimg.com/profile_images/647655212912504832/T6nKiwP6_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:56:54 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489719461588992' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489719461588992, tweet_text = "Get the best discount and also Cashback...what else one desire for\n@ShopClues #ZyadaBachao https://t.co/rdyjMVTiF2", created_at = "2015-11-03 15:56:53", geo_lat = 0, geo_long = 0, user_id = 2360563226, screen_name = "priya1_jain", name = "priya jain", profile_image_url = "http://pbs.twimg.com/profile_images/640063224679825409/VEhbOLIa_normal.png", is_rt = 0
Tue, 03 Nov 15 15:57:00 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489744358961152' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489744358961152, tweet_text = "Some crazy offers here on #ZyadaBachao sale on  @ShopClues https://t.co/z1jYzORuxP.…", created_at = "2015-11-03 15:56:59", geo_lat = 0, geo_long = 0, user_id = 2360563226, screen_name = "priya1_jain", name = "priya jain", profile_image_url = "http://pbs.twimg.com/profile_images/640063224679825409/VEhbOLIa_normal.png", is_rt = 0
Tue, 03 Nov 15 15:57:00 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489744358961152' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489744358961152, tweet_text = "Some crazy offers here on #ZyadaBachao sale on  @ShopClues https://t.co/z1jYzORuxP.…", created_at = "2015-11-03 15:56:59", geo_lat = 0, geo_long = 0, user_id = 2360563226, screen_name = "priya1_jain", name = "priya jain", profile_image_url = "http://pbs.twimg.com/profile_images/640063224679825409/VEhbOLIa_normal.png", is_rt = 0
Tue, 03 Nov 15 15:57:02 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '2820172015' for key 'PRIMARY' | INSERT INTO users SET screen_name = "shiny_29", profile_image_url = "http://pbs.twimg.com/profile_images/659792650501910528/xvt8JCdF_normal.jpg", user_id = 2820172015, name = "ʝυɲʛʅɪ ƅɪʅʅɪ", location = "kolkata", url = "", description = "~~ Dreamer ~~!!~~ crazy ~~!!~~ foodie ~~!!~~ Mumma\'s Lil ~~!!~~ Daddu\'s bachhi ~~!!~~ contest lover ~~!!~~ Friends jhalli ~~", created_at = "2014-09-19 21:11:05", followers_count = 3063, friends_count = 51, statuses_count = 11883, time_zone = "", last_update = "2015-11-03 15:57:01"
Tue, 03 Nov 15 15:57:02 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489752735006720' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489752735006720, tweet_text = "RT @mandybedi: #ZPump, a shoe that adapts to your foot? This will take my fitness regime to the next level. #GetPumped @ReebokIndia https:/…", created_at = "2015-11-03 15:57:01", geo_lat = 0, geo_long = 0, user_id = 2820172015, screen_name = "shiny_29", name = "ʝυɲʛʅɪ ƅɪʅʅɪ", profile_image_url = "http://pbs.twimg.com/profile_images/659792650501910528/xvt8JCdF_normal.jpg", is_rt = 1
Tue, 03 Nov 15 15:57:02 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '2820172015' for key 'PRIMARY' | INSERT INTO users SET screen_name = "shiny_29", profile_image_url = "http://pbs.twimg.com/profile_images/659792650501910528/xvt8JCdF_normal.jpg", user_id = 2820172015, name = "ʝυɲʛʅɪ ƅɪʅʅɪ", location = "kolkata", url = "", description = "~~ Dreamer ~~!!~~ crazy ~~!!~~ foodie ~~!!~~ Mumma\'s Lil ~~!!~~ Daddu\'s bachhi ~~!!~~ contest lover ~~!!~~ Friends jhalli ~~", created_at = "2014-09-19 21:11:05", followers_count = 3063, friends_count = 51, statuses_count = 11883, time_zone = "", last_update = "2015-11-03 15:57:01"
Tue, 03 Nov 15 15:57:02 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489752735006720' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489752735006720, tweet_text = "RT @mandybedi: #ZPump, a shoe that adapts to your foot? This will take my fitness regime to the next level. #GetPumped @ReebokIndia https:/…", created_at = "2015-11-03 15:57:01", geo_lat = 0, geo_long = 0, user_id = 2820172015, screen_name = "shiny_29", name = "ʝυɲʛʅɪ ƅɪʅʅɪ", profile_image_url = "http://pbs.twimg.com/profile_images/659792650501910528/xvt8JCdF_normal.jpg", is_rt = 1
Tue, 03 Nov 15 15:57:08 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489776290197504' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489776290197504, tweet_text = "guyz Ghar wali Diwali like never before! Shop for everyone &amp; have fun #DiwaliBonanza #ZyadaBachao https://t.co/zACEuLq8xV", created_at = "2015-11-03 15:57:07", geo_lat = 0, geo_long = 0, user_id = 2603857495, screen_name = "DBaradiya", name = "rising star", profile_image_url = "http://pbs.twimg.com/profile_images/614395501501222912/HYRliD9p_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:08 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489776290197504' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489776290197504, tweet_text = "guyz Ghar wali Diwali like never before! Shop for everyone &amp; have fun #DiwaliBonanza #ZyadaBachao https://t.co/zACEuLq8xV", created_at = "2015-11-03 15:57:07", geo_lat = 0, geo_long = 0, user_id = 2603857495, screen_name = "DBaradiya", name = "rising star", profile_image_url = "http://pbs.twimg.com/profile_images/614395501501222912/HYRliD9p_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:08 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489775975665664' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489775975665664, tweet_text = "Visit @ShopClues now for bigger surprises on this Diwali #ZyadaBachao  https://t.co/mXWahx0Ymm … https://t.co/y75W1U9yeN", created_at = "2015-11-03 15:57:07", geo_lat = 0, geo_long = 0, user_id = 125871328, screen_name = "ns_verma", name = "Nisha verma", profile_image_url = "http://pbs.twimg.com/profile_images/661479963992834048/bhH3r7tH_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:10 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489786318798848' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489786318798848, tweet_text = "Its simply unbelievable @ShopClues #ZyadaBachao\ncheck this  https://t.co/0LkWQYq7Fy", created_at = "2015-11-03 15:57:09", geo_lat = 0, geo_long = 0, user_id = 2799386636, screen_name = "sapt25rish", name = "saptarshi das", profile_image_url = "http://pbs.twimg.com/profile_images/617648758075949056/vjTfCooA_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:13 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489797999890432' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489797999890432, tweet_text = "frnds Ghar wali Diwali like never before! Shop for everyone &amp; have fun #DiwaliBonanza #ZyadaBachao https://t.co/zACEuLq8xV", created_at = "2015-11-03 15:57:12", geo_lat = 0, geo_long = 0, user_id = 2603857495, screen_name = "DBaradiya", name = "rising star", profile_image_url = "http://pbs.twimg.com/profile_images/614395501501222912/HYRliD9p_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:13 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489797999890432' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489797999890432, tweet_text = "frnds Ghar wali Diwali like never before! Shop for everyone &amp; have fun #DiwaliBonanza #ZyadaBachao https://t.co/zACEuLq8xV", created_at = "2015-11-03 15:57:12", geo_lat = 0, geo_long = 0, user_id = 2603857495, screen_name = "DBaradiya", name = "rising star", profile_image_url = "http://pbs.twimg.com/profile_images/614395501501222912/HYRliD9p_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:25 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489850625867776' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489850625867776, tweet_text = "@reebokindia do consider me while you are selecting winners 🙈🙈🙈🙈 P.S. Please make me win ☺️ #GetPumped", created_at = "2015-11-03 15:57:24", geo_lat = 0, geo_long = 0, user_id = 1437436536, screen_name = "MehtaJazzie", name = "Dr.Jasmine Mehta", profile_image_url = "http://pbs.twimg.com/profile_images/639180199121195008/PqyQiiCh_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:25 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489850625867776' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489850625867776, tweet_text = "@reebokindia do consider me while you are selecting winners 🙈🙈🙈🙈 P.S. Please make me win ☺️ #GetPumped", created_at = "2015-11-03 15:57:24", geo_lat = 0, geo_long = 0, user_id = 1437436536, screen_name = "MehtaJazzie", name = "Dr.Jasmine Mehta", profile_image_url = "http://pbs.twimg.com/profile_images/639180199121195008/PqyQiiCh_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:27 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489857907310592' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489857907310592, tweet_text = "Grab this amazing deals before they are gone @ShopClues  #ZyadaBachao https://t.co/mWCTCc4520", created_at = "2015-11-03 15:57:26", geo_lat = 0, geo_long = 0, user_id = 418465132, screen_name = "imAnandChavan", name = "Anand Chavan", profile_image_url = "http://pbs.twimg.com/profile_images/633257043432878080/t4SYek6o_normal.jpg", is_rt = 0
Tue, 03 Nov 15 15:57:27 +0530 | /Project/TwitterApp/ajax/twitter-track/parse_tweets.php -> insert | Duplicate entry '661489859702329344' for key 'PRIMARY' | INSERT INTO tweets SET tweet_id = 661489859702329344, tweet_text = "Shopping like never before!\nhttps://t.co/BTmQtApPDM #ZyadaBachao @ShopClues", created_at = "2015-11-03 15:57:27", geo_lat = 0, geo_long = 0, user_id = 417040590, screen_name = "TazyeenKhan", name = "☆←Miss Magical→☆", profile_image_url = "http://pbs.twimg.com/profile_images/661164077712932864/7_soihxs_normal.jpg", is_rt = 0
